都道府県,目的,地点数,客数
佐賀県,温泉・健康,15,366
佐賀県,スポーツ・レク,34,627
佐賀県,都市型観光,27,2901
佐賀県,イベント,9,1421
熊本県,自然,24,668
熊本県,歴史・文化,71,2036
熊本県,温泉・健康,44,1605
熊本県,スポーツ・レク,76,1348
熊本県,都市型観光,58,3182
熊本県,イベント,24,857
大分県,自然,37,499
大分県,歴史・文化,93,1974
大分県,温泉・健康,49,1253
大分県,スポーツ・レク,74,1819
大分県,都市型観光,16,290
大分県,イベント,19,860
宮崎県,自然,18,597
宮崎県,歴史・文化,56,1817
宮崎県,温泉・健康,27,672
宮崎県,スポーツ・レク,78,1275
宮崎県,都市型観光,10,326
宮崎県,イベント,18,742
北海道,自然,111,6683
北海道,歴史・文化,149,9653
北海道,温泉・健康,147,5031
北海道,スポーツ・レク,269,7357
北海道,都市型観光,78,7981
北海道,イベント,194,14156
青森県,自然,37,1465
青森県,歴史・文化,58,1850
青森県,温泉・健康,45,871
青森県,スポーツ・レク,71,1461
青森県,都市型観光,52,4491
青森県,イベント,71,9923
岩手県,自然,38,1518
岩手県,歴史・文化,65,1052
岩手県,温泉・健康,73,1426
岩手県,スポーツ・レク,53,656
岩手県,都市型観光,27,952
岩手県,イベント,60,2997
宮城県,自然,36,1349
宮城県,歴史・文化,80,2532
宮城県,温泉・健康,36,1423
宮城県,スポーツ・レク,65,1919
宮城県,都市型観光,53,2142
宮城県,イベント,61,5789
秋田県,自然,28,1314
秋田県,歴史・文化,52,935
秋田県,温泉・健康,61,1192
秋田県,スポーツ・レク,68,1480
秋田県,都市型観光,20,459
秋田県,イベント,66,5304
山形県,自然,39,1180
山形県,歴史・文化,76,2645
山形県,温泉・健康,50,2491
山形県,スポーツ・レク,68,1519
山形県,都市型観光,29,1130
山形県,イベント,19,1250
福島県,自然,45,1841
福島県,歴史・文化,80,2646
福島県,温泉・健康,48,1645
福島県,スポーツ・レク,69,3443
福島県,都市型観光,15,1229
福島県,イベント,53,3779
茨城県,自然,15,1543
茨城県,歴史・文化,52,2023
茨城県,温泉・健康,17,499
茨城県,スポーツ・レク,58,3079
茨城県,都市型観光,12,2024
茨城県,イベント,67,5758
栃木県,自然,39,2036
栃木県,歴史・文化,103,4793
栃木県,温泉・健康,32,2006
栃木県,スポーツ・レク,138,4825
栃木県,都市型観光,20,3022
栃木県,イベント,40,2130
群馬県,自然,54,2574
群馬県,歴史・文化,98,2353
群馬県,温泉・健康,79,3787
群馬県,スポーツ・レク,114,2562
群馬県,都市型観光,29,1495
群馬県,イベント,73,5185
埼玉県,自然,49,2842
埼玉県,歴史・文化,125,3973
埼玉県,温泉・健康,30,1337
埼玉県,スポーツ・レク,180,5685
埼玉県,都市型観光,51,17588
埼玉県,イベント,124,10541
千葉県,自然,32,564
千葉県,歴史・文化,138,5153
千葉県,温泉・健康,26,1284
千葉県,スポーツ・レク,290,18863
千葉県,都市型観光,28,6041
千葉県,イベント,94,11533
東京都,自然,9,879
東京都,歴史・文化,303,29531
東京都,温泉・健康,35,6128
東京都,スポーツ・レク,174,36518
東京都,都市型観光,93,202502
東京都,イベント,132,16695
神奈川県,自然,40,9184
神奈川県,歴史・文化,137,8370
神奈川県,温泉・健康,11,405
神奈川県,スポーツ・レク,102,12144
神奈川県,都市型観光,8,1048
神奈川県,イベント,90,12558
新潟県,自然,68,1440
新潟県,歴史・文化,161,2699
新潟県,温泉・健康,110,2422
新潟県,スポーツ・レク,239,3947
新潟県,都市型観光,58,4931
新潟県,イベント,140,7591
富山県,自然,26,1125
富山県,歴史・文化,76,1724
富山県,温泉・健康,20,473
富山県,スポーツ・レク,43,2401
富山県,都市型観光,8,1513
富山県,イベント,49,1885
福井県,自然,26,1367
福井県,歴史・文化,91,2866
福井県,温泉・健康,23,922
福井県,スポーツ・レク,62,1762
福井県,都市型観光,18,546
福井県,イベント,20,1274
山梨県,自然,19,3115
山梨県,歴史・文化,89,3429
山梨県,温泉・健康,61,1697
山梨県,スポーツ・レク,87,3272
山梨県,都市型観光,31,1434
山梨県,イベント,30,1346
長野県,自然,62,4902
長野県,歴史・文化,78,4883
長野県,温泉・健康,79,4000
長野県,スポーツ・レク,94,2457
長野県,都市型観光,17,4218
長野県,イベント,53,2904
岐阜県,自然,41,1152
岐阜県,歴史・文化,96,3947
岐阜県,温泉・健康,55,2451
岐阜県,スポーツ・レク,157,3404
岐阜県,都市型観光,29,3137
岐阜県,イベント,63,3450
愛知県,自然,30,1428
愛知県,歴史・文化,142,8551
愛知県,温泉・健康,21,789
愛知県,スポーツ・レク,133,7899
愛知県,都市型観光,35,4720
愛知県,イベント,60,11533
三重県,自然,34,854
三重県,歴史・文化,72,3793
三重県,温泉・健康,27,1706
三重県,スポーツ・レク,128,10756
三重県,都市型観光,23,924
三重県,イベント,30,2402
滋賀県,自然,21,336
滋賀県,歴史・文化,112,2505
滋賀県,温泉・健康,22,393
滋賀県,スポーツ・レク,120,3318
滋賀県,都市型観光,33,2356
滋賀県,イベント,33,1392
京都府,自然,14,167
京都府,歴史・文化,76,15712
京都府,温泉・健康,18,683
京都府,スポーツ・レク,74,2275
京都府,都市型観光,7,252
京都府,イベント,15,705
兵庫県,自然,80,1115
兵庫県,歴史・文化,295,7578
兵庫県,温泉・健康,74,2126
兵庫県,スポーツ・レク,363,11362
兵庫県,都市型観光,43,10520
兵庫県,イベント,69,4530
奈良県,自然,25,880
奈良県,歴史・文化,95,5208
奈良県,温泉・健康,27,547
奈良県,スポーツ・レク,23,510
奈良県,都市型観光,4,42
奈良県,イベント,18,1548
和歌山県,自然,20,251
和歌山県,歴史・文化,41,1557
和歌山県,温泉・健康,13,297
和歌山県,スポーツ・レク,33,2507
和歌山県,都市型観光,6,259
和歌山県,イベント,17,931
鳥取県,自然,10,435
鳥取県,歴史・文化,36,900
鳥取県,温泉・健康,19,566
鳥取県,スポーツ・レク,27,333
鳥取県,都市型観光,17,1822
鳥取県,イベント,5,86
島根県,自然,18,761
島根県,歴史・文化,74,3658
島根県,温泉・健康,23,609
島根県,スポーツ・レク,36,650
島根県,都市型観光,11,445
島根県,イベント,13,934
岡山県,自然,18,210
岡山県,歴史・文化,106,1470
岡山県,温泉・健康,28,640
岡山県,スポーツ・レク,66,1662
岡山県,都市型観光,45,1417
岡山県,イベント,34,2151
広島県,自然,23,715
広島県,歴史・文化,90,3617
広島県,温泉・健康,30,619
広島県,スポーツ・レク,97,2581
広島県,都市型観光,17,1279
広島県,イベント,38,4339
山口県,自然,33,1267
山口県,歴史・文化,82,1853
山口県,温泉・健康,31,975
山口県,スポーツ・レク,67,2118
山口県,都市型観光,6,640
山口県,イベント,37,2174
徳島県,自然,16,577
徳島県,歴史・文化,39,1108
徳島県,温泉・健康,20,288
徳島県,スポーツ・レク,32,882
徳島県,都市型観光,21,1017
徳島県,イベント,20,2031
香川県,自然,9,327
香川県,歴史・文化,61,1796
香川県,温泉・健康,18,562
香川県,スポーツ・レク,52,2240
香川県,都市型観光,11,943
香川県,イベント,21,1265
愛媛県,自然,44,667
愛媛県,歴史・文化,64,1307
愛媛県,温泉・健康,26,704
愛媛県,スポーツ・レク,37,969
愛媛県,都市型観光,29,309
愛媛県,イベント,35,1727
福岡県,自然,42,1224
福岡県,歴史・文化,154,7212
福岡県,温泉・健康,32,1010
福岡県,スポーツ・レク,104,3685
福岡県,都市型観光,66,31400
福岡県,イベント,45,3909
佐賀県,自然,13,205
佐賀県,歴史・文化,33,1100
佐賀県,温泉・健康,17,452
佐賀県,スポーツ・レク,41,613
佐賀県,都市型観光,27,2754
佐賀県,イベント,27,1269
熊本県,自然,24,731
熊本県,歴史・文化,71,1726
熊本県,温泉・健康,44,1583
熊本県,スポーツ・レク,76,1545
熊本県,都市型観光,58,3009
熊本県,イベント,46,2006
大分県,自然,37,528
大分県,歴史・文化,93,2305
大分県,温泉・健康,49,1332
大分県,スポーツ・レク,74,1999
大分県,都市型観光,16,258
大分県,イベント,32,1153
宮崎県,自然,18,445
宮崎県,歴史・文化,56,1539
宮崎県,温泉・健康,27,656
宮崎県,スポーツ・レク,78,1589
宮崎県,都市型観光,10,323
宮崎県,イベント,36,1595
鹿児島県,自然,38,528
鹿児島県,歴史・文化,66,1755
鹿児島県,温泉・健康,48,615
鹿児島県,スポーツ・レク,99,2338
鹿児島県,都市型観光,41,1089
鹿児島県,イベント,37,1229
北海道,自然,112,3130
北海道,歴史・文化,152,5763
北海道,温泉・健康,148,3469
北海道,スポーツ・レク,271,3962
北海道,都市型観光,83,5346
北海道,イベント,42,2838
青森県,自然,37,633
青森県,歴史・文化,58,983
青森県,温泉・健康,45,769
青森県,スポーツ・レク,71,627
青森県,都市型観光,52,3295
青森県,イベント,24,876
岩手県,自然,38,868
岩手県,歴史・文化,65,697
岩手県,温泉・健康,73,1353
岩手県,スポーツ・レク,53,446
岩手県,都市型観光,27,677
岩手県,イベント,38,1046
宮城県,自然,36,1089
宮城県,歴史・文化,80,2055
宮城県,温泉・健康,36,1663
宮城県,スポーツ・レク,65,1385
宮城県,都市型観光,53,1933
宮城県,イベント,43,4500
秋田県,自然,28,900
秋田県,歴史・文化,52,584
秋田県,温泉・健康,61,1065
秋田県,スポーツ・レク,68,732
秋田県,都市型観光,20,339
秋田県,イベント,20,1368
山形県,自然,38,533
山形県,歴史・文化,77,1801
山形県,温泉・健康,48,2117
山形県,スポーツ・レク,69,664
山形県,都市型観光,32,955
山形県,イベント,6,648
福島県,自然,45,1866
福島県,歴史・文化,80,2050
福島県,温泉・健康,48,1547
福島県,スポーツ・レク,69,1863
福島県,都市型観光,15,965
福島県,イベント,26,869
茨城県,自然,15,2220
茨城県,歴史・文化,52,2821
茨城県,温泉・健康,17,477
茨城県,スポーツ・レク,58,2561
茨城県,都市型観光,12,2085
茨城県,イベント,52,2506
栃木県,自然,39,1954
栃木県,歴史・文化,103,5631
栃木県,温泉・健康,32,1874
栃木県,スポーツ・レク,138,3199
栃木県,都市型観光,20,2834
栃木県,イベント,34,1377
群馬県,自然,51,1847
群馬県,歴史・文化,85,2229
群馬県,温泉・健康,74,3425
群馬県,スポーツ・レク,111,2470
群馬県,都市型観光,29,1381
群馬県,イベント,60,2283
埼玉県,自然,49,2150
埼玉県,歴史・文化,125,4793
埼玉県,温泉・健康,30,1282
埼玉県,スポーツ・レク,180,4031
埼玉県,都市型観光,51,16893
埼玉県,イベント,173,9413
千葉県,自然,32,295
千葉県,歴史・文化,138,5194
千葉県,温泉・健康,26,1056
千葉県,スポーツ・レク,290,16921
千葉県,都市型観光,28,5602
千葉県,イベント,86,5059
東京都,自然,9,1205
東京都,歴史・文化,303,18544
東京都,温泉・健康,35,7502
東京都,スポーツ・レク,174,35564
東京都,都市型観光,93,207592
東京都,イベント,131,17598
神奈川県,自然,40,6218
神奈川県,歴史・文化,137,8235
神奈川県,温泉・健康,11,339
神奈川県,スポーツ・レク,102,9864
神奈川県,都市型観光,8,982
神奈川県,イベント,58,2718
新潟県,自然,68,1179
新潟県,歴史・文化,161,2231
新潟県,温泉・健康,110,2214
新潟県,スポーツ・レク,239,2035
新潟県,都市型観光,58,4323
新潟県,イベント,83,2012
富山県,自然,26,531
富山県,歴史・文化,76,1507
富山県,温泉・健康,20,473
富山県,スポーツ・レク,43,1477
富山県,都市型観光,8,1498
富山県,イベント,23,739
福井県,自然,26,1258
福井県,歴史・文化,91,2139
福井県,温泉・健康,23,572
福井県,スポーツ・レク,62,980
福井県,都市型観光,18,646
福井県,イベント,13,344
山梨県,自然,19,1814
山梨県,歴史・文化,89,2172
山梨県,温泉・健康,61,1270
山梨県,スポーツ・レク,87,2135
山梨県,都市型観光,31,979
山梨県,イベント,21,707
長野県,自然,62,1386
長野県,歴史・文化,78,3846
長野県,温泉・健康,79,3354
長野県,スポーツ・レク,94,1791
長野県,都市型観光,17,2729
長野県,イベント,24,1448
岐阜県,自然,41,632
岐阜県,歴史・文化,96,4275
岐阜県,温泉・健康,55,2261
岐阜県,スポーツ・レク,157,2966
岐阜県,都市型観光,29,2779
岐阜県,イベント,70,2900
愛知県,自然,30,1098
愛知県,歴史・文化,142,7860
愛知県,温泉・健康,21,774
愛知県,スポーツ・レク,133,5810
愛知県,都市型観光,35,4365
愛知県,イベント,61,3830
三重県,自然,34,460
三重県,歴史・文化,72,3804
三重県,温泉・健康,27,1582
三重県,スポーツ・レク,128,9046
三重県,都市型観光,23,1039
三重県,イベント,27,1176
滋賀県,自然,21,187
滋賀県,歴史・文化,112,2833
滋賀県,温泉・健康,22,353
滋賀県,スポーツ・レク,120,2476
滋賀県,都市型観光,33,2091
滋賀県,イベント,27,721
京都府,自然,14,167
京都府,歴史・文化,76,15712
京都府,温泉・健康,18,683
京都府,スポーツ・レク,74,2275
京都府,都市型観光,7,252
京都府,イベント,15,705
奈良県,自然,25,835
奈良県,歴史・文化,95,6297
奈良県,温泉・健康,27,377
奈良県,スポーツ・レク,23,314
奈良県,都市型観光,4,45
奈良県,イベント,18,770
和歌山県,自然,20,168
和歌山県,歴史・文化,41,1575
和歌山県,温泉・健康,13,229
和歌山県,スポーツ・レク,33,1426
和歌山県,都市型観光,6,219
和歌山県,イベント,15,379
鳥取県,自然,10,370
鳥取県,歴史・文化,36,804
鳥取県,温泉・健康,19,579
鳥取県,スポーツ・レク,28,165
鳥取県,都市型観光,17,1478
鳥取県,イベント,2,50
島根県,自然,18,526
島根県,歴史・文化,76,3370
島根県,温泉・健康,23,607
島根県,スポーツ・レク,36,277
島根県,都市型観光,11,462
島根県,イベント,10,289
岡山県,自然,18,122
岡山県,歴史・文化,106,1422
岡山県,温泉・健康,28,555
岡山県,スポーツ・レク,66,1277
岡山県,都市型観光,45,1192
岡山県,イベント,39,2231
広島県,自然,23,599
広島県,歴史・文化,90,3514
広島県,温泉・健康,30,573
広島県,スポーツ・レク,97,2279
広島県,都市型観光,17,1004
広島県,イベント,34,3448
山口県,自然,33,1167
山口県,歴史・文化,82,1946
山口県,温泉・健康,31,909
山口県,スポーツ・レク,67,1579
山口県,都市型観光,6,772
山口県,イベント,41,1414
徳島県,自然,16,365
徳島県,歴史・文化,39,1029
徳島県,温泉・健康,20,281
徳島県,スポーツ・レク,32,657
徳島県,都市型観光,21,924
徳島県,イベント,13,687
香川県,自然,9,403
香川県,歴史・文化,61,1859
香川県,温泉・健康,18,520
香川県,スポーツ・レク,52,1595
香川県,都市型観光,11,887
香川県,イベント,9,284
愛媛県,自然,44,431
愛媛県,歴史・文化,64,1291
愛媛県,温泉・健康,26,710
愛媛県,スポーツ・レク,37,662
愛媛県,都市型観光,29,282
愛媛県,イベント,20,577
福岡県,自然,42,916
福岡県,歴史・文化,154,6771
福岡県,温泉・健康,32,1046
福岡県,スポーツ・レク,104,2832
福岡県,都市型観光,66,31066
福岡県,イベント,62,2857
佐賀県,自然,13,159
佐賀県,歴史・文化,33,1616
佐賀県,温泉・健康,17,458
佐賀県,スポーツ・レク,41,510
佐賀県,都市型観光,27,2925
佐賀県,イベント,22,2402
熊本県,自然,24,418
熊本県,歴史・文化,71,1835
熊本県,温泉・健康,44,1517
熊本県,スポーツ・レク,76,1055
熊本県,都市型観光,58,2877
熊本県,イベント,53,1615
大分県,自然,37,594
大分県,歴史・文化,93,2747
大分県,温泉・健康,49,1366
大分県,スポーツ・レク,74,1579
大分県,都市型観光,16,266
大分県,イベント,26,1094
宮崎県,自然,18,501
宮崎県,歴史・文化,56,1395
宮崎県,温泉・健康,27,670
宮崎県,スポーツ・レク,78,1047
宮崎県,都市型観光,10,250
宮崎県,イベント,34,772
